-4.979256603609620413e+00	1.675156653747389646e+00
-4.630408050050579760e+00	2.012157395449735819e+00
-4.438932676984203241e+00	2.197124240990632416e+00
-4.305789525286511932e+00	2.325735742017673413e+00
-4.203219647016061877e+00	2.424808323763872675e+00
-4.119427362244580948e+00	2.505737051117548297e+00
-4.048286740653264992e+00	2.574439710187761410e+00
-3.986203262888134535e+00	2.634388555556427036e+00
-3.930884878380244807e+00	2.687797536648336205e+00
-3.880778515098033843e+00	2.736166687944881826e+00
-3.834781603565522889e+00	2.780560751977075640e+00
-3.792081785616372880e+00	2.821764060135182550e+00
-3.752062011025936172e+00	2.860372188761101331e+00
-3.714241426776430099e+00	2.896849057600240140e+00
-3.678237006462762526e+00	2.931563988979817736e+00
-3.643737777842003034e+00	2.964816582105496146e+00
-3.610487015214685957e+00	2.996853912671376463e+00
-3.578269645770653096e+00	3.027882673078243325e+00
-3.546903177298161403e+00	3.058077926202781072e+00
-3.516231073975722321e+00	3.087589466219739176e+00
-3.486117882299999859e+00	3.116546522910101036e+00
-3.456445643596565809e+00	3.145061180436729220e+00
-3.427111279649534215e+00	3.173230888817632156e+00
-3.398024735756355774e+00	3.201140225966511377e+00
-3.369107729500708359e+00	3.228862057002220176e+00
-3.340292994553020645e+00	3.256458278334440681e+00
-3.311523933172653145e+00	3.283980088719367529e+00
-3.282754602491520401e+00	3.311468011172085557e+00
-3.253949960397813257e+00	3.338951644921825501e+00
-3.225086288706926929e+00	3.366449260384034137e+00
-3.196151696469687220e+00	3.393967366430046706e+00
-3.167146587947538894e+00	3.421500297067581187e+00
-3.138083962836458074e+00	3.449030000719074174e+00
-3.108989407260301263e+00	3.476526160847889901e+00
-3.079900640338458118e+00	3.503946769802759320e+00
-3.050866509363989731e+00	3.531239219498342408e+00
-3.021945379882982063e+00	3.558342026468505725e+00
-2.993202942072888284e+00	3.585187094526023355e+00
-2.964709540901979690e+00	3.611702432687004638e+00
-2.936537217363849983e+00	3.637815149420191574e+00
-2.908756702516395176e+00	3.663454442438248471e+00
-2.881434620504208066e+00	3.688554417234389593e+00
-2.854631126881995495e+00	3.713056362303364111e+00
-2.828398142040923879e+00	3.736910485854613384e+00
-2.802778253369587524e+00	3.760076881346389399e+00
-2.777804274024166187e+00	3.782525903287889069e+00
-2.753499377395896008e+00	3.804237840675098070e+00
-2.729877683656993792e+00	3.825202293809832454e+00
-2.706945159061084460e+00	3.845417104140800735e+00
-2.684700694946586363e+00	3.864887263803911566e+00
-2.663137253843373742e+00	3.883623661993231391e+00
-2.642242996950953771e+00	3.901641945376936427e+00
-2.622002334530730838e+00	3.918961395629028566e+00
-2.602396864661306708e+00	3.935603972064752210e+00
-2.583406184674127637e+00	3.951593443828331331e+00
-2.565008573116723145e+00	3.966954735557365108e+00
-2.547181548929460249e+00	3.981713324555233857e+00
-2.529902319587776116e+00	3.995894767480957732e+00
-2.513148132299261039e+00	4.009524417939540619e+00
-2.496896542817898634e+00	4.022627080807820832e+00
-2.481125615764559811e+00	4.035226884838256645e+00
-2.465814069044601986e+00	4.047347093816535235e+00
-2.450941373363033637e+00	4.059010027478679561e+00
-2.436487816210625379e+00	4.070237077513112922e+00
-2.422434538138775295e+00	4.081048615340471031e+00
-2.408763547743871580e+00	4.091463980278812862e+00
-2.395457720558443082e+00	4.101501575002771460e+00
-2.382500786015278482e+00	4.111178820638318854e+00
-2.369877305782391641e+00	4.120512206688967893e+00
-2.357572646060651422e+00	4.129517364869264462e+00
-2.345572945855357805e+00	4.138208991561928229e+00
-2.333865082774299271e+00	4.146601103723184245e+00
-2.322436637530864711e+00	4.154706556886282875e+00
-2.311275858040326536e+00	4.162537877000681341e+00
-2.300371623765608220e+00	4.170107158462119656e+00
-2.289713410790029879e+00	4.177422665133818214e+00
-2.279291257952688721e+00	4.184498192124947558e+00
-2.269095734277186249e+00	4.191342118407516359e+00
-2.259117907837589367e+00	4.197964494295066018e+00
-2.249349316147136957e+00	4.204379985878478720e+00
-2.239781938104984160e+00	4.210590891096218868e+00
-2.230408167502795358e+00	4.216607835861983844e+00
-2.221220788067036711e+00	4.222435301228479432e+00
-2.212212949995075117e+00	4.228086075730175253e+00
-2.203378147930841635e+00	4.233554726226755882e+00
-2.194710200316269955e+00	4.238855422932788386e+00
-2.186203230052757629e+00	4.243991956642926056e+00
-2.177851646400571717e+00	4.248978729758707829e+00
-2.169650128047443616e+00	4.253817730049912704e+00
-2.161593607275646534e+00	4.258505217813693733e+00
-2.153677255159064163e+00	4.263052275938410851e+00
-2.145896467725638690e+00	4.267464611960184229e+00
-2.138246853020938421e+00	4.271744422300688626e+00
-2.130724219014248799e+00	4.275897045532106588e+00
-2.123324562289131467e+00	4.279926190219757842e+00
-2.116044057466165640e+00	4.283836269462447888e+00
-2.108879047307712362e+00	4.287631196007038348e+00
-2.101826033456588583e+00	4.291314319795607624e+00
-2.094881667766461231e+00	4.294888820179147970e+00
-2.088042744181698662e+00	4.298357678407936255e+00
-2.081306191129439487e+00	4.301723823805565061e+00
-2.074669064387749451e+00	4.304991380375624566e+00
-2.068128540397773829e+00	4.308162756107391189e+00
-2.061681909988516193e+00	4.311239755592968237e+00
-2.055326572486014580e+00	4.314225497501307238e+00
-2.049060030181383940e+00	4.317122749361707257e+00
-2.042879883131909935e+00	4.319933816243547220e+00
-2.036783824273677546e+00	4.322659850043859997e+00
-2.030769634824342695e+00	4.325306358457498668e+00
-2.024835179956499864e+00	4.327871737529463303e+00
-2.018978404723459352e+00	4.330359594030913861e+00
-2.013197330221054404e+00	4.332772422658522693e+00
-2.007490049969773427e+00	4.335111154749506035e+00
-2.001854726502418025e+00	4.337377772144556332e+00
-1.996289588144653404e+00	4.339574271417184548e+00
-1.990792925975237937e+00	4.341702113978403332e+00
-1.985363090954600951e+00	4.343763016413198841e+00
-1.979998491212359157e+00	4.345758638958653108e+00
-1.974697589480451265e+00	4.347689859098228027e+00
-1.969458900667120593e+00	4.349558834468941093e+00
-1.964280989557933621e+00	4.351367919288136932e+00
-1.959162468642920096e+00	4.353116657451604254e+00
-1.954101996053621892e+00	4.354806778932208466e+00
